ric,current_price,capitalization
ENEAY.PK,22.48,2.851989
ENGGY.PK,9.58,5.032348
ENGIY.PK,31.08,78.80978
ENGQF.PK,31.01,78.80978
ENIC.K,4.38,6.064483
ENIC.N,4.38,6.064483
ENLAY.PK,11.6,118.562339
ENLT.O,82.94,11.779445
ENOGY.PK,0.0,1.813164
ENOV.K,26.25,1.511018
ENOV.N,26.25,1.511018
ENPH.O,43.06,5.675231
ENR.N,20.47,1.401652
ENS.N,201.09,7.330962
ENSG.O,168.39,9.841621
ENTG.O,136.27,20.781175
ENVA.K,232.01,5.773545
ENVA.N,232.01,5.773545
ENVMY.PK,0.0,11.478655
ENVX.O,4.95,1.07986
EOG.N,139.61,74.360269
EONGY.PK,21.74,57.592983
EOS.N,22.15,1.18095
EOSE.O,4.35,1.536171
EPAC.K,34.75,1.777033
EPAC.N,34.75,1.777033
EPAM.K,86.38,4.512876
EPAM.N,86.38,4.512876
EPC.N,27.23,1.254795
EPD.N,38.31,82.884385
EPDU.PK,0.0,82.884385
EPOAY.PK,25.95,30.449598
EPOBY.PK,23.0,30.449598
EPR.N,59.81,4.575924
EPR_pc.N,26.35,4.575924
EPR_pe.N,32.72,4.575924
EPR_pg.N,20.91,4.575924
EPRT.K,31.38,6.785798
EPRT.N,31.38,6.785798
EQBK.N,48.85,1.008302
EQH.N,47.8,13.047399
EQH_pc.N,16.14,13.047399
EQIX.O,1039.53,102.522865
EQNR.K,36.06,84.490942
EQNR.N,36.06,84.490942
EQR.N,69.72,26.124931
EQT.N,49.72,31.098766
EQUEY.PK,7.54,9.912105
EQX.N,9.45,7.457518
ERAS.O,17.9,5.566623
ERBKY.PK,10.25,18.070723
ERELY.PK,9.0,6.090365
ERGSY.PK,0.0,3.925315
ERIC.O,11.72,39.393707
ERIE.O,247.17,12.924487
ERIXF.PK,10.95,39.393707
ERMAY.PK,5.13,1.466321
ERNXY.PK,34.22,17.668436
ERO.N,24.65,2.575083
EROC.N,12.11,2.656935
EROK.N,21.73,0.531422
ERPSY.PK,0.0,1.381123
ERRFY.PK,11.99,13.960442
ES.N,74.86,28.153351
ESAB.K,86.72,5.279662
ESAB.N,86.72,5.279662
ESAIY.PK,6.7,7.653333
ESBA.K,5.49,0.123328
ESE.N,320.82,8.311539
ESI.N,39.6,9.649968
ESLOY.PK,95.81,89.756257
ESLT.O,735.4,34.426293
ESNT.K,64.93,5.983485
ESNT.N,64.93,5.983485
ESRT.K,5.54,0.955263
ESS.N,297.48,19.116917
ESTA.O,87.9,2.586931
ESTC.K,62.43,6.4897
ESTC.N,62.43,6.4897
ESYJY.PK,8.99,6.860794
ET.N,20.18,69.485012
ETCMY.PK,0.66,3.066164
ETG.N,23.23,1.772958
ETN.N,402.85,156.426655
ETOR.O,38.22,3.039128
ETR.N,114.84,52.583726
ETSY.N,80.53,7.641993
ETSY.O,80.53,7.641993
ETV.N,15.12,1.765329
ETW.N,9.57,1.039281
ETY.N,14.49,2.307976
EUTLF.PK,2.65,3.066164
EVC.N,11.14,1.025316
EVCM.O,10.82,1.914607
EVEX.K,2.28,0.794134
EVEX.N,2.28,0.794134
EVGPY.PK,0.0,1.144877
EVKIY.PK,9.48,8.830378
EVLV.O,5.98,1.075631
EVMN.N,12.1,0.435822
EVMNY.PK,77.44,16.12055
EVO.O,2.43,1.003468
EVR.N,334.15,13.790068
EVRG.O,86.45,19.927851
EVT.N,27.19,2.026818
EVTC.K,29.61,1.824578
EVTC.N,29.61,1.824578
EVTR.N,50.26,5.588871
EVV.N,9.33,1.084178
EVVTY.PK,71.34,14.321926
EVVVY.PK,0.0,3.178039
EW.N,91.79,52.852682
EWBC.O,131.41,18.002679
EWTX.O,41.27,4.440363
EXAS.O,104.91,20.026082
EXC.O,47.09,48.182871
EXE.O,87.1,20.836833
EXEL.O,56.04,14.085939
EXETF.PK,26.13,2.486129
EXG.N,9.75,2.982876
EXK.N,7.84,2.319934
EXLS.O,28.49,4.352786
EXP.N,205.14,6.337899
EXPD.K,175.5,22.953844
EXPD.N,175.5,22.953844
EXPE.O,265.63,31.881464
EXPGF.PK,35.27,31.689876
EXPGY.PK,35.62,31.689876
EXPI.O,4.52,0.742744
EXPO.O,63.59,3.084854
EXR.N,145.32,30.700439
EXSNY.PK,16.2,3.281685
EXTR.O,32.91,4.303907
EXXRF.PK,78.09,16.327093
EYE.O,19.29,1.54545
EYPT.O,14.28,1.197254
EYUBY.PK,22.11,2.018776
EZPW.O,32.67,2.01038
F.N,13.85,55.187993
FA.O,20.58,3.530232
FAF.N,70.06,7.139114
FANDY.PK,58.95,33.142124
FANG.O,191.6,53.899628
FANUY.PK,21.27,42.264019
FAST.O,47.05,54.01505
FAURY.PK,3.17,2.077987
FBAK.PK,320.0,1.013403
FBASF.PK,1.7,6.540684
FBBPF.PK,4.37,7.289288
FBGBY.PK,18.38,2.597746
FBIN.K,50.28,5.998073
FBIN.N,50.28,5.998073
FBK.N,56.57,2.914682
FBNC.O,64.22,2.657129
FBOHY.PK,20.99,1.337308
FBP.N,26.64,4.120791
FCELB.PK,495.0,1.525057
FCF.N,20.42,2.076397
FCFS.O,214.62,9.40823
FCN.N,161.62,4.87188
FCNCA.O,2106.06,24.125381
FCNCB.PK,1830.01,24.125381
FCNCO.O,20.6,24.125381
FCNCP.O,20.26,24.125381
FCPT.K,25.19,2.764582
FCPT.N,25.19,2.764582
FCX.N,59.97,86.210465
FDBAY.PK,0.0,8.607602
FDP.N,28.23,1.343088
FDS.N,263.11,9.35765
FDX.N,313.74,74.860484
FDXF.N,148.37,17.701042
FE.N,48.43,28.013422
FEGE.N,49.67,2.112962
FEHZY.PK,13.56,3.749979
FELE.O,103.21,4.560048
FELTY.PK,19.72,11.837389
FEOE.N,53.42,1.496154
FER.O,63.7,46.62813
FERG.K,233.19,45.224362
FERG.N,233.19,45.224362
FFBC.O,34.42,3.611669
FFHOY.PK,0.0,15.073804
FFIN.O,34.72,4.974749
FFIV.O,420.95,23.749682
FFPP.PK,19.98,0.610278
FG.N,30.84,4.085837
FGHRY.PK,0.0,1.765191
FGN.N,24.58,4.085837
FGROY.PK,2.11,1.36267
FGRS.PK,0.0,6.55814
FGSN.N,20.8,4.085837
FHB.O,29.14,3.544851
FHFFY.PK,0.0,29.353555
FHI.N,58.12,4.412043
FHN.N,25.82,12.254632
FHNGY.PK,3.91,1.232857
FIBK.O,38.83,3.772058
FICO.K,1278.25,29.643776
FICO.N,1278.25,29.643776
FIG.N,23.65,12.496106
FIGR.O,29.74,6.55814
FIGS.K,10.0,1.670473
FIGS.N,10.0,1.670473
FIHL.K,25.35,2.167343
FIHL.N,25.35,2.167343
FINGF.PK,72.77,9.623884
FINMY.PK,28.97,33.751119
FINN.PK,19025.0,5.141126
FINV.K,4.57,1.07895
FINV.N,4.57,1.07895
FIRRY.PK,9.5,1.596115
FIS.N,41.93,21.672743
FISK.K,5.42,0.123328
FISV.O,51.18,27.291939
FITB.N,57.18,51.822894
FITB.O,57.18,51.822894
FITBO.O,17.85,51.822894
FITBP.O,23.3,51.822894
FIVE.O,191.53,10.590719
FIVN.O,25.81,1.976117
FIX.N,1732.03,60.971654
FIZZ.O,31.13,2.914145
FJIKY.PK,15.3,54.97142
FJSIY.PK,0.0,1.103223
FJTCY.PK,34.0,2.841441
FJTNY.PK,12.55,4.349146
FJTSY.PK,20.37,35.593954
FKKFY.PK,22.64,8.669726
FKURF.PK,30.9,54.97142
FLDAY.PK,10.24,4.144352
FLEX.O,129.5,47.447447
FLG.N,14.88,6.202209
FLGZY.PK,12.05,9.311595
FLIDY.PK,7.75,4.076103
FLMNY.PK,9.94,3.873133
FLNC.O,15.16,2.79415
FLNG.K,30.14,1.630344
FLNG.N,30.14,1.630344
FLO.N,8.29,1.757424
FLOC.K,20.89,1.887316
FLOC.N,20.89,1.887316
FLR.N,49.63,6.931817
FLRYY.PK,0.0,1.729753
FLS.N,68.36,8.736888
FLUT.K,112.4,19.499279
FLUT.N,112.4,19.499279
FLY.O,22.27,3.653781
FLYW.O,17.78,2.161062
FMBL.PK,9164.96,1.108282
FMC.N,10.91,1.364244
FMCC.PK,5.65,3.672836
FMCCG.PK,11.09,3.672836
FMCCH.PK,13.4,3.672836
FMCCI.PK,11.52,3.672836
FMCCJ.PK,11.5,3.672836
FMCCK.PK,14.0,3.672836
FMCCL.PK,12.14,3.672836
FMCCM.PK,12.05,3.672836
FMCCN.PK,11.8,3.672836
FMCCO.PK,14.55,3.672836
FMCCP.PK,14.5,3.672836
FMCCS.PK,12.79,3.672836
FMCCT.PK,14.83,3.672836
FMCKI.PK,7.52,3.672836
FMCKJ.PK,9.15,3.672836
FMCKK.PK,13.38,3.672836
FMCKL.PK,7.52,3.672836
FMCKM.PK,7.5,3.672836
FMCKN.PK,8.24,3.672836
FMCKO.PK,7.25,3.672836
FMCKP.PK,13.96,3.672836
FMOCY.PK,2.25,7.168948
FMS.N,24.45,13.161717
FMX.N,129.01,13.508026
FN.N,474.64,17.006228
FNB.N,18.93,6.738398
FNBKY.PK,49.54,16.243709
FNCDY.PK,17.03,6.802969
FND.N,54.95,5.939774
FNEVY.PK,4.53,1.601898
FNF.N,50.04,13.468643
FNIGY.PK,0.0,9.623884
FNLPF.PK,34.75,25.166634
FNMA.PK,6.15,7.122239
FNMAG.PK,15.5,7.122239
FNMAH.PK,7.55,7.122239
FNMAI.PK,7.75,7.122239
FNMAJ.PK,8.0,7.122239
FNMAK.PK,14.16,7.122239
FNMAL.PK,13.14,7.122239
FNMAM.PK,14.5,7.122239
FNMAN.PK,14.4,7.122239
FNMAO.PK,11.4,7.122239
FNMAP.PK,11.35,7.122239
FNMAS.PK,9.74,7.122239
FNMAT.PK,8.09,7.122239
FNMFM.PK,13.32,7.122239
FNMFN.PK,15.75,7.122239
FNMFO.PK,35000.0,7.122239
FNV.N,200.49,38.639238
FOJCF.PK,22.62,20.475928
FOJCY.PK,4.53,20.475928
FOLD.O,14.49,4.54987
FOR.N,30.11,1.535873
FORM.O,110.3,8.598411
FORTY.O,111.03,1.7173
FOSUF.PK,0.43,4.058578
FOSUY.PK,12.35,4.058578
FOUR.K,49.23,3.905362
FOUR.N,49.23,3.905362
FOUR_pa.K,56.0,3.57
FOVSY.PK,9.0,6.093498
FOX.O,50.22,22.220426
FOXA.O,55.9,22.220426
FPAFY.PK,3.24,2.729932
FPF.N,18.01,1.095869
FPRUY.PK,41.5,7.45077
FPS.N,42.6,12.968671
FQVLF.PK,25.3,21.201438
FQVTY.PK,10.29,1.17168
FR.N,65.1,8.630335
FRBP.PK,7.88,1.051167
FRCOY.PK,50.01,159.8682
FREGP.PK,14.53,3.672836
FREJN.PK,15.61,3.672836
FREJO.PK,15.84,3.672836
FREJP.PK,13.94,3.672836
FRFHF.PK,1664.0,38.225639
FRHC.O,160.82,10.238917
FRHLF.PK,11.6,1.90339
FRME.O,43.3,2.728885
FRMEP.O,25.8,2.728885
FRMI.O,6.31,4.023093
FRO.N,36.92,8.219237
FROG.O,92.02,11.145437
FRPT.O,55.92,2.748065
FRSH.O,10.83,2.993782
FRSHY.PK,7.5,2.224061
FRT.N,121.84,10.52566
FRT_pc.N,19.4,10.52566
FRTAY.PK,13.75,3.24056
FRTRY.PK,0.0,3.476951
FRVWY.PK,18.88,1.442609
FSCO.K,4.83,0.976962
FSCO.N,4.83,0.976962
FSGCY.PK,5.35,0.953261
FSK.N,10.81,3.027518
FSLR.O,221.03,23.750417
FSLY.O,20.03,3.134695
FSM.N,8.37,2.505101
FSNUY.PK,11.88,26.799395
FSPKF.PK,22.9,13.502069
FSRCY.PK,238.46,4.063923
FSS.N,116.94,7.133604
FSTGY.PK,0.0,6.06274
FSUGY.PK,25.83,39.969135
FSUMF.PK,12.9,39.969135
FSUN.O,35.48,1.565515
FSV.O,143.28,6.5964
FTAI.O,209.88,21.530114
FTAIM.O,27.28,21.530114
FTAIN.O,24.99,21.530114
FTDR.O,74.79,5.25287
FTI.N,73.04,29.121187
FTNT.O,160.62,117.677985
FTRE.O,17.86,1.689556
FTS.N,57.48,29.287728
FTV.N,62.31,18.99589
FTWYY.PK,0.0,1.427704
FUBO.K,9.83,1.065929
FUBO.N,9.83,1.065929
FUJHF.PK,15.0,10.980301
FUJHY.PK,7.59,10.980301
FUJIY.PK,10.95,27.218628
FUL.N,56.06,3.015322
FULT.O,24.17,4.619699
FULTP.O,17.75,4.619699
FUN.N,18.92,1.933699
FUPBY.PK,11.16,5.439956
FUPEY.PK,0.0,5.439956
FUTU.O,96.35,13.507739
FUWAY.PK,10.98,15.685792
FVGPY.PK,0.0,1.07895
FWDYY.PK,0.0,4.710686
FWONA.O,91.64,24.7363
FWONB.PK,82.0,24.7363
FWONK.O,99.64,24.7363
FWRG.O,12.2,0.752068
FXCNY.PK,35.0,1.814011
FYBR.O,38.49,9.63551
FYGGY.PK,1.64,18.943582
G.N,30.48,5.166558
GAB.N,5.67,1.764485
GAB_ph.N,19.84,1.764485
GAB_pk.N,19.87,1.764485
GABC.O,47.37,1.779422
GAILY.PK,0.0,11.941647
GALDY.PK,41.84,50.219237
GAM.N,64.24,1.72957
GAM_pb.N,24.82,1.72957
GAP.N,19.8,7.127583
GARPY.PK,22.25,2.728016
GASNY.PK,6.48,31.693741
GATX.K,180.25,6.398875
GATX.N,180.25,6.398875
GBCI.K,51.76,6.736184
GBCI.N,51.76,6.736184
GBDC.O,12.92,3.365598
GBERY.PK,63.5,21.786878
GBLBF.PK,89.01,11.532807
GBLBY.PK,10.14,11.532807
GBNXY.PK,0.0,3.737696
GBOOY.PK,51.91,29.966947
GBTG.K,9.4,4.91031
GBTG.N,9.4,4.91031
GBX.N,48.17,1.490365
GCMG.O,13.6,2.747866
GCT.O,35.4,1.302277
GD.N,372.78,100.810965
GDDY.K,90.86,12.030759
GDDY.N,90.86,12.030759
GDHRY.PK,0.0,0.994813
GDNGY.PK,3.64,1.767346
GDS.O,32.8,6.705509
GDV.N,29.77,2.624746
GDV_ph.N,21.65,2.624746
GE.N,353.42,368.736246
GEBEY.PK,0.4,2.154361
GEBHY.PK,2.52,2.154361
GEF.N,71.36,3.63511
GEFb.N,87.41,3.63511
GEHC.O,65.31,29.708983
GEL.N,14.66,1.795327
GELHY.PK,46.12,25.002918
GELYF.PK,2.33,25.002918
GEMI.O,4.25,0.536645
GEN.O,26.16,15.75967
GENI.K,6.61,1.768427
GENI.N,6.61,1.768427
GENSY.PK,28.38,1.81425
GEO.N,30.24,4.040617
GEV.N,1042.6,280.167467
GFCHY.PK,0.0,4.443311
GFF.N,89.96,4.126162
GFI.N,33.53,30.169027
GFL.N,39.16,14.15617
GFS.O,63.94,35.083931
GGAAF.PK,5.38,1.227716
GGAL.O,51.41,7.199905
GGAUF.PK,8.0,1.227716
GGB.N,4.49,8.42496
GGDVY.PK,48.19,6.363026
GGG.N,73.92,12.268368
GGGSY.PK,6.82,2.147946
GGLAP.PK,49.96,4281.560275
GGLBP.PK,49.67,4281.560275
GGRPY.PK,0.0,6.523494
GGTKY.PK,0.0,3.160358
GH.O,158.4,21.003829
GHC.N,1184.31,5.100923
GHM.N,102.7,1.20068
GHRS.O,25.35,1.737924
GIB.N,67.75,14.343235
GIC.N,33.73,1.290547
GIGDY.PK,0.0,57.002841
GIGNY.PK,22.73,5.853157
GIII.O,34.5,1.455575
GIKLY.PK,5.1,6.218997
GIL.N,51.68,9.574133
GILD.O,131.4,163.142281
GILT.O,11.55,0.871689
GIS.N,36.6,19.533727
GIVPY.PK,5.75,4.953144
GIVSY.PK,19.72,4.953144
GJJSY.PK,0.0,44.797936
GJNSY.PK,29.31,14.209373
GKOS.K,152.72,8.969843
GKOS.N,152.72,8.969843
GL.N,178.62,13.868907
GLAPY.PK,143.5,6.476885
GLAXF.PK,26.29,105.935466
GLBE.O,38.68,6.496979
GLCNF.PK,6.8,80.59884
GLGDF.PK,2.15,0.934149
GLIBA.O,22.23,0.878349
GLIBB.PK,21.0,0.878349
GLIBK.O,22.0,0.878349
GLLNY.PK,0.0,5.408832
GLNCY.PK,13.61,80.59884
GLNG.O,51.07,5.198926
GLOB.K,32.12,1.386927
GLOB.N,32.12,1.386927
GLP.N,48.73,1.656604
GLP_pb.N,25.44,1.656604
GLPEY.PK,11.66,15.389146
GLPG.O,29.8,1.980996
GLPGF.PK,28.08,1.980996
GLPI.O,44.04,12.47309
GLTIL.PK,0.0,1.302156
GLUE.O,21.98,1.856858
GLVPY.PK,0.0,1.390718
GLW.N,183.11,157.591392
GLXY.O,23.35,9.104167
GLYYY.PK,25.25,1.405991
GM.N,76.72,69.175754
GMAB.O,28.8,18.124949
GMALY.PK,4.5,2.730303
GMBXF.PK,11.38,86.915243
GME.N,22.03,9.884668
GMED.K,79.75,10.825634
GMED.N,79.75,10.825634
GMKKY.PK,19.71,5.396058
GMNGY.PK,0.0,6.51636
GMRS.N,14.46,0.781009
GMVHY.PK,7.33,4.788224
GMWKF.PK,277.75,8.956778
GMYOY.PK,31.48,2.597253
GNCGY.PK,10.5,2.216887
GNENF.PK,5.11,14.677266
GNENY.PK,5.3,14.677266
GNGBY.PK,21.53,5.53857
GNK.N,25.35,1.104678
GNL.N,8.82,1.860882
GNL_pa.N,23.0,1.860882
GNL_pb.N,21.6,1.860882
GNL_pd.N,23.79,1.860882
GNL_pe.N,22.88,1.860882
GNNDY.PK,41.9,2.124356
GNRC.K,226.95,13.360247
GNRC.N,226.95,13.360247
GNTX.O,23.91,5.091679
GNW.N,9.56,3.661568
GNWTY.PK,0.0,1.070982
GNZUY.PK,2.83,6.060366
GOF.N,10.89,2.30915
GOFPY.PK,7.65,12.449011
GOLD.K,38.04,1.083152
GOLD.N,38.04,1.083152
GOLF.K,109.14,6.390589
GOLF.N,109.14,6.390589
GOOG.O,350.67,4281.560275
GOOGL.O,352.51,4281.560275
GOOS.K,9.56,0.443236
GPAGF.PK,16.26,5.396058
GPC.N,123.52,16.999384
GPCR.O,51.64,3.670288
GPGI.N,14.26,4.133424
GPI.N,295.66,3.51782
GPK.N,10.38,3.071311
GPMXY.PK,23.14,86.915243
GPN.N,76.85,21.021819
GPOR.K,154.48,2.77595
GPOR.N,154.48,2.77595
GRAB.O,3.94,16.1146
GRAL.O,71.8,3.081411
GRBK.K,71.9,3.102093
GRBK.N,71.9,3.102093
GRBMF.PK,3.2,13.701319
GRC.N,78.6,2.075845
GRCPY.PK,0.0,3.152002
GRDDY.PK,13.23,1.798654
GRDLY.PK,13.17,1.194397
GRDN.K,40.29,2.551188
GRDN.N,40.29,2.551188
GRFS.O,7.2,6.218997
GRMN.K,243.61,46.9817
GRMN.N,243.61,46.9817
GRNCY.PK,7.15,0.763303
GRND.K,15.65,2.781412
GRND.N,15.65,2.781412
GROUY.PK,0.0,2.258839
GROY.K,2.56,0.651372
GRP_u.N,59.19,4.203224
GRPTY.PK,41.96,11.681827
GRRMY.PK,8.5,1.130585
GS.N,1045.91,308.551212
GS_pa.N,19.25,308.551212
GS_pd.N,18.92,308.551212
GSAT.O,79.83,10.28122
GSBD.K,8.81,0.991733
GSBD.N,8.81,0.991733
GSCE.PK,31.0,308.551212
GSHD.O,54.87,1.953704
GSK.N,52.29,105.935466
GSL.N,40.81,1.470606
GSL_pb.N,27.24,1.470606
GT.O,6.64,1.908593
GTBIF.PK,7.62,1.663911
GTES.K,26.24,6.664958
GTES.N,26.24,6.664958
GTLB.O,33.47,5.653083
GTLRY.PK,0.0,5.068738
GTLS.K,209.79,10.042453
GTLS.N,209.79,10.042453
GTM.O,3.08,0.907732
GTMEY.PK,23.12,4.347082
GTX.O,31.5,5.896438
GTY.N,34.46,2.083694
GULRY.PK,15.45,2.896912
GUOCY.PK,0.0,2.034295
GVA.N,118.74,5.194483
GVDNY.PK,83.57,39.063414
GWIN.PK,1.01,0.359757
GWKSY.PK,28.11,8.956778
GWLLF.PK,1.06,16.309027
GWLLY.PK,10.98,16.309027
GWRE.K,140.31,11.6817
GWRE.N,140.31,11.6817
GWW.N,1391.68,65.705553
GXO.N,48.99,5.63623
GXYEF.PK,4.17,17.316759
GXYYY.PK,19.74,17.316759
GZPZY.PK,45.9,8.044676
H.N,184.72,17.393532
HACBY.PK,27.21,7.832973
HAE.N,76.89,3.494342
HAFN.K,7.32,3.674032
HAGHY.PK,8.27,9.688823
HAL.N,35.21,29.414354
HALMY.PK,95.16,18.290397
HALO.O,76.11,9.027635
HALYY.PK,0.0,8.49511
HAPVY.PK,2.23,1.02909
HAS.O,79.53,11.252755
HASI.K,37.9,4.84366
HASI.N,37.9,4.84366
HAWK.N,19.54,1.914138
HAWPY.PK,53.5,2.881523
HAYW.K,15.58,3.380283
HAYW.N,15.58,3.380283
HBAN.O,17.93,36.346451
HBANL.O,24.97,36.346451
HBCYF.PK,18.7,335.282338
HBM.N,20.87,9.28618
HBNB.O,5.3,1.240372
HBRIY.PK,3.14,4.745005
HCA.N,390.74,86.681683
HCC.N,82.12,4.336097
HCHDF.PK,5.9,3.067704
HCHDY.PK,27.14,3.067704
HCI.N,182.95,2.335322
HCIIP.PK,10.1,2.335322
HCM.O,11.14,1.967832
HCMLY.PK,18.1,52.031374
HCSG.O,24.04,1.650231
HCXLY.PK,52.24,7.947049
HCXY.N,24.98,2.978928
HD.N,337.11,336.138005
HDB.N,26.41,132.159226
HDL.O,12.33,0.82204
HDWEY.PK,0.0,2.133532
HE.N,13.5,2.330581
HEGIF.PK,3.2,3.411053
HEGIY.PK,14.63,3.411053
HEI.N,344.11,40.047816
HEIa.N,249.3,40.047816
HEINY.PK,43.14,48.915902
HENKY.PK,20.05,36.021556
HENOY.PK,21.26,36.021556
HESAF.PK,1909.31,199.646784
HESAY.PK,187.27,199.646784
HESM.K,39.21,8.084254
HESM.N,39.21,8.084254
HG.N,35.15,3.488848
HGER.N,31.13,3.492008
HGKGY.PK,7.4,15.725858
HGTY.K,12.47,4.281629
HGTY.N,12.47,4.281629
HGV.N,49.67,3.937115
HGZDY.PK,0.0,4.546222
HHH.N,71.67,4.273294
HHKIY.PK,0.0,0.963978
HHULY.PK,12.21,1.804204
HI.N,31.98,2.254867
HIG.N,140.78,38.592137
HII.N,284.86,11.224632
HIMS.K,34.38,7.957516
HIMS.N,34.38,7.957516
HIMX.O,14.27,2.489058
HINOY.PK,29.84,4.900665
HIW.N,31.33,3.454844
HKBNY.PK,6.89,1.120567
HKHHY.PK,39.46,22.346744
HKHUY.PK,0.0,5.679589
HKMPY.PK,42.05,4.456465
HKSHY.PK,13.6,1.143953
HKTTY.PK,15.26,11.683679
HKUOY.PK,14.83,2.74238
HKVTY.PK,7.8,7.157236
HKXCY.PK,49.33,62.683502
HL.N,15.25,10.228364
HL_pb.N,65.32,10.228364
HLBAY.PK,0.0,6.192742
HLBBY.PK,0.0,6.192742
HLBZF.PK,201.49,34.238804
HLDCY.PK,3.21,15.797066
HLDVF.PK,3.49,15.797066
HLF.N,13.1,1.358069
HLHLY.PK,16.18,4.805919
HLI.N,132.52,9.15175
HLIO.K,79.7,2.633795
HLIO.N,79.7,2.633795
HLIT.O,13.67,1.483146
HLLGY.PK,42.9,8.990964
HLMAF.PK,48.32,18.290397
HLMN.O,7.86,1.542208
HLMNY.PK,16.85,4.805919
HLN.N,9.86,43.100422
HLNE.O,81.06,4.501571
HLPPY.PK,4.57,4.752037
HLPTY.PK,0.0,4.140528
HLT.N,322.45,73.405218
HLTC.PK,11.0,0.669438
HLTOY.PK,11.16,8.987932
HLVTY.PK,6.07,26.219616
HLX.N,9.52,1.402259
HMC.N,27.84,41.912518
HMDPF.PK,213.11,1.985829
HMKIY.PK,8.35,3.202594
HMN.N,52.54,2.121627
HMNTY.PK,8.77,0.734915
HMY.N,14.99,9.66182
HNDAF.PK,9.28,41.912518
HNGE.K,90.0,6.964212
HNGE.N,90.0,6.964212
HNGKY.PK,36.2,15.486513
HNGZY.PK,4.45,5.569069
HNHAY.PK,0.0,103.357489
HNHPF.PK,14.74,103.357489
HNI.N,39.71,2.858838
HNKLY.PK,0.0,4.606754
HNLGY.PK,8.15,2.25269
HNNKY.PK,0.0,7.28099
HNNMY.PK,3.37,24.265512
HNORY.PK,15.62,4.139356
HNPHY.PK,0.0,25.161871
HNTIY.PK,6.07,0.917956
HOCPY.PK,157.5,52.765618
HOG.N,25.39,2.672762
HOKCY.PK,0.77,15.780772
HOLX.O,76.01,16.968845
HOMB.K,29.1,5.861131
HOMB.N,29.1,5.861131
HON.O,222.25,70.414703
HOOD.O,109.86,98.929486
HOPE.O,13.44,1.718155
HOSXF.PK,0.27,3.989412
HOSZY.PK,0.0,3.989412
HP.N,33.97,3.394654
HPE.N,47.24,62.555374
HPGLY.PK,70.5,23.963858
HPHTY.PK,7.63,4.843455
HPIFY.PK,14.04,7.472425
HPQ.N,24.77,22.652727
HQH.N,21.12,1.2079
HQY.O,95.66,7.997382
HR.N,20.81,7.211114
HRB.N,40.86,5.179422
HRBAY.PK,0.0,7.17644
HRI.N,147.71,4.932488
HRL.N,24.46,13.460704
HRMY.O,35.54,2.057506
HROEY.PK,17.22,5.73514
HROW.O,41.81,1.558472
HRSPY.PK,0.0,6.514469
HSAI.O,15.13,2.525629
HSBC.K,98.09,335.282338
HSBC.N,98.09,335.282338
HSHCY.PK,10.11,26.520802
HSHZY.PK,8.36,4.890903
HSIC.O,85.79,9.772919
HSNGY.PK,19.7,36.999562
HSQVY.PK,7.36,2.138103
HSSKY.PK,17.86,5.015156
HST.O,23.07,15.800165
HSY.N,175.24,35.546273
HTCCY.PK,100.6,1.140799
HTCKF.PK,6.5,1.140799
HTCMY.PK,65.82,6.892888
HTFL.O,26.16,2.25606
HTGC.K,15.92,2.978928
HTGC.N,15.92,2.978928
HTH.N,38.2,2.235854
HTHIY.PK,29.11,132.288364
HTHT.O,40.88,12.681923
HTO.O,62.47,2.61376
HTSUY.PK,2.94,2.898155
HTZ.O,1.83,0.577849
HUAQY.PK,0.0,17.416085
HUBB.K,477.03,25.207113
HUBB.N,477.03,25.207113
HUBG.O,47.69,2.916411
HUBS.K,217.59,11.144468
HUBS.N,217.59,11.144468
HUIHY.PK,25.0,1.231644
HUM.N,406.0,48.744969
HUN.N,11.61,2.036223
HUPHY.PK,4.0,1.594131
HUPWY.PK,0.0,1.040245
HURN.O,111.23,1.803242
HUT.O,99.17,12.201395
HVNVY.PK,96.26,2.088465
HVRRY.PK,47.77,34.684803
HWC.O,75.94,6.163136
HWDJY.PK,40.29,5.839986
HWKN.O,133.87,2.79874
HWM.N,271.28,108.541158
HXGBY.PK,8.19,21.591261
HXL.N,99.2,7.482377
HXXPY.PK,7.24,2.467681
HYMC.O,20.43,1.866497
HYNLY.PK,0.0,24.931566
HYPMY.PK,4.02,2.862117
HYSNY.PK,4.28,2.271586
HYT.N,8.48,1.659176
HZRBY.PK,0.0,8.2156
IAC.O,45.89,3.413642
IAG.N,14.82,8.567993
IAMUY.PK,6.8,1.240792
IAUGY.PK,29.0,13.567715
IAUX.K,1.34,1.15633
IBDRY.PK,96.41,161.80898
IBIDY.PK,28.63,32.564584
IBKR.O,93.56,158.69851
IBM.N,290.23,272.782905
IBN.N,29.26,106.076494
IBOC.O,75.87,4.717691
IBP.N,222.53,5.941709
IBRX.O,7.79,8.158887
ICAGY.PK,12.3,27.156968
ICE.N,137.67,77.854105
ICFI.O,79.13,1.432584
ICGUF.PK,22.8,6.668039
ICHR.O,90.41,3.15233
ICL.N,4.93,6.38539
ICLR.O,166.1,12.723515
ICTEY.PK,72.0,32.400391
ICUI.O,157.6,3.938989
IDA.N,150.97,8.364981
IDCBF.PK,0.78,375.223595
IDCBY.PK,17.4,375.223595
IDCC.O,261.52,6.758992
IDEXY.PK,15.52,194.926363
IDKOY.PK,15.46,9.430025
IDT.N,61.4,1.52693
IDTRY.PK,10.2,8.090527
