ric,current_price,capitalization
RONB.N,23.35,0.428099
ROOT.O,62.33,0.986453
ROP.O,360.59,36.38979
ROST.O,219.46,70.398615
ROYUY.PK,6.85,3.53541
RPGRY.PK,25.92,13.61666
RPM.N,102.51,13.082995
RPRX.O,56.45,32.505728
RPYTF.PK,104.54,4.131017
RQI.N,12.22,1.642752
RRC.N,36.24,8.53895
RRR.O,64.41,6.721276
RRX.N,208.45,13.876427
RS.N,385.4,19.6741
RSG.N,223.38,68.726004
RSGPY.PK,0.0,3.990954
RSHGY.PK,29.24,33.71025
RSI.N,34.18,7.954646
RSMDF.PK,16.72,28.793692
RTMVY.PK,11.74,4.366556
RTO.N,29.59,14.899094
RTX.N,196.39,264.475158
RUM.O,5.93,2.368646
RUMBW.O,1.66,0.0
RUN.O,12.41,2.960397
RUSHA.O,75.24,5.855598
RUSHB.O,75.75,5.855598
RUSMY.PK,0.0,2.53759
RVI.N,30.5,0.43615
RVLV.K,24.22,1.733075
RVLV.N,24.22,1.733075
RVMD.O,183.95,39.107119
RVT.N,17.92,2.192759
RVTY.K,111.11,12.395406
RVTY.N,111.11,12.395406
RWEOY.PK,63.98,50.207333
RXEEY.PK,43.9,13.172158
RXO.N,27.09,4.467691
RXRX.O,3.3,1.748687
RY.N,210.69,292.480478
RYAAY.O,63.91,31.171733
RYAN.K,41.76,11.010417
RYAN.N,41.76,11.010417
RYCEF.PK,18.87,158.4213
RYCEY.PK,18.83,158.4213
RYDAF.PK,41.59,232.174902
RYHTY.PK,6.11,1.240114
RYKKY.PK,13.02,14.701487
RYN.N,21.45,6.451028
RYTM.O,107.49,7.36657
RYZ.N,26.76,1.388542
RZB.N,25.34,15.592788
RZC.N,25.37,15.592788
RZLLY.PK,0.0,0.910502
RZLV.O,2.49,0.993081
S.N,18.55,6.359009
SA.N,24.95,2.688863
SAABY.PK,27.15,29.305839
SAAYY.PK,0.0,9.966885
SAEYY.PK,7.55,1.547742
SAFE.K,16.35,1.170824
SAFE.N,16.35,1.170824
SAFRF.PK,378.7,157.60915
SAFRY.PK,93.3,157.60915
SAFT.O,75.93,1.114913
SAGXY.PK,0.0,6.279631
SAH.N,90.51,2.860487
SAIA.O,432.06,11.523565
SAIC.O,113.31,4.790386
SAIL.O,14.01,7.946234
SALRY.PK,11.82,6.474315
SAM.N,172.39,1.795173
SAN.N,13.66,201.34757
SANA.O,3.64,1.012981
SANM.O,201.8,10.816023
SAP.N,159.97,197.303228
SAPGF.PK,158.61,197.303228
SAPMY.PK,0.95,9.966885
SAPUY.PK,0.0,11.691211
SARO.K,27.55,9.159603
SARO.N,27.55,9.159603
SATS.O,92.9,26.923673
SAUHY.PK,12.91,20.908282
SAXPY.PK,21.89,29.249627
SBAC.O,187.1,19.844387
SBAGY.PK,20.29,11.460756
SBCF.O,32.97,3.206226
SBCLY.PK,17.12,3.839679
SBET.O,5.42,1.139623
SBFFF.PK,38.0,6.307134
SBFFY.PK,36.5,6.307134
SBGI.O,14.25,1.02836
SBGSF.PK,299.71,177.341068
SBGSY.PK,60.51,177.341068
SBH.N,14.7,1.402505
SBHMY.PK,12.68,12.314882
SBKJY.PK,0.0,100.421217
SBLK.O,26.54,2.960031
SBR.N,73.64,1.073623
SBRA.O,19.76,4.983276
SBS.N,5.93,20.951692
SBSI.N,34.64,1.030599
SBSI.O,34.64,1.030599
SBSNY.PK,24.95,5.277006
SBSW.K,8.42,5.965304
SBSW.N,8.42,5.965304
SBUX.O,107.34,122.335398
SCABY.PK,10.5,7.198297
SCBFF.PK,27.55,61.407406
SCBFY.PK,56.35,61.407406
SCBXY.PK,0.0,16.050722
SCCO.K,174.53,145.615354
SCCO.N,174.53,145.615354
SCCTY.PK,41.86,6.19429
SCGLY.PK,16.91,63.412712
SCGPY.PK,2.83,3.002941
SCHW.K,102.38,178.052693
SCHW.N,102.38,178.052693
SCHYY.PK,16.75,13.651608
SCI.N,79.64,10.98801
SCL.N,56.8,1.290117
SCMWY.PK,77.78,40.466263
SCRNY.PK,16.88,20.947141
SCRYY.PK,3.74,6.58849
SCSXY.PK,0.0,0.0
SCTAY.PK,0.0,5.404515
SCTBY.PK,16.28,9.160824
SCVPY.PK,8.02,9.022556
SCZMF.PK,6.35,0.585541
SDGR.O,16.41,1.226167
SDHC.K,15.46,0.785108
SDRL.K,42.26,2.642539
SDRL.N,42.26,2.642539
SDVKY.PK,39.83,50.627482
SDXAY.PK,11.8,8.776375
SDXOF.PK,59.56,8.776375
SDZNY.PK,81.72,36.014735
SDZXF.PK,89.55,36.014735
SE.N,110.66,67.777537
SEB.N,4594.16,4.506957
SEBYY.PK,5.47,3.039128
SECYF.PK,16.55,3.589497
SECYY.PK,0.0,3.589497
SECZ.N,7.94,1.295956
SEDG.O,52.13,3.170453
SEE.N,42.15,6.211799
SEGSY.PK,24.24,2.889938
SEGXF.PK,11.58,15.631952
SEI.N,67.15,5.131782
SEIC.O,96.18,11.567855
SEKEY.PK,8.6,6.44725
SEM.N,16.51,2.046298
SEMR.K,12.0,1.814169
SEMR.N,12.0,1.814169
SEMUF.PK,70.0,1.3776
SENEL.PK,27.5,1.194002
SENEM.PK,178.0,1.194002
SEOAY.PK,10.53,8.446207
SEPN.O,34.36,1.548795
SERV.O,5.79,0.447991
SEZL.O,160.25,5.38873
SF.N,75.2,11.535813
SFB.N,19.46,11.535813
SFBS.K,84.92,4.641967
SFBS.N,84.92,4.641967
SFD.O,24.73,9.730693
SFDMY.PK,124.0,6.390815
SFEGY.PK,13.74,2.514496
SFFLY.PK,9.71,9.194414
SFGYY.PK,4.6,6.318554
SFHOY.PK,15.58,22.635215
SFL.N,11.11,1.632178
SFM.O,79.67,7.492509
SFNC.O,22.98,3.333576
SFRGY.PK,6.21,1.96301
SFSHY.PK,0.0,1.760249
SFTBF.PK,37.73,224.814159
SFTBY.PK,18.85,224.814159
SFTCY.PK,0.0,5.043653
SG.N,8.27,0.982705
SGAMY.PK,3.78,3.188851
SGAPY.PK,34.06,56.0863
SGBAF.PK,8.95,3.886741
SGBLY.PK,19.66,32.444264
SGDH.PK,1.0,5.000248
SGGKY.PK,85.0,26.379451
SGHC.K,15.17,7.707525
SGHC.N,15.17,7.707525
SGHDY.PK,9.65,6.241954
SGHIY.PK,15.26,1.787611
SGI.N,71.76,15.095828
SGIHY.PK,0.0,3.424072
SGIOY.PK,8.65,15.504877
SGML.O,11.62,1.305464
SGMMY.PK,0.0,3.123091
SGOV.N,100.52,97.926584
SGPIY.PK,0.0,13.56644
SGPYY.PK,45.62,10.381371
SGRY.O,15.98,2.089995
SGSOY.PK,11.63,23.486652
SHAK.K,62.18,2.660155
SHAK.N,62.18,2.660155
SHALY.PK,10.4,1.837369
SHANY.PK,25.19,0.839063
SHC.O,18.17,5.181484
SHCAY.PK,0.92,2.564007
SHCO.K,8.99,1.758889
SHECY.PK,22.59,90.109899
SHEL.K,83.98,232.174902
SHEL.N,83.98,232.174902
SHG.N,72.98,34.391342
SHGKY.PK,2.12,1.021077
SHILY.PK,0.0,15.571268
SHKLY.PK,146.57,13.513455
SHLRF.PK,314.5,34.182325
SHLS.O,9.4,1.577055
SHMUY.PK,63.16,10.877332
SHMXY.PK,11.05,7.635678
SHNDY.PK,15.68,34.182325
SHNTY.PK,0.0,1.174984
SHNWF.PK,7.3,12.695857
SHNXY.PK,18.1,1.236335
SHO.N,11.3,2.105091
SHO_ph.N,21.84,2.105091
SHO_pi.N,21.58,2.105091
SHOO.O,42.36,3.095534
SHOP.O,124.74,161.869436
SHOUY.PK,0.0,1.4157
SHPHY.PK,0.0,0.978096
SHPMY.PK,7.34,8.101747
SHTDY.PK,10.66,6.709162
SHTPY.PK,4.37,3.566867
SHV.N,110.16,20.818037
SHV.O,110.16,20.818037
SHW.N,328.97,81.13572
SHWDY.PK,112.92,17.530687
SHWGY.PK,1.6,1.852794
SHZHY.PK,5.38,8.21071
SHZNY.PK,36.13,2.909865
SIAMY.PK,0.0,1.246759
SICCY.PK,0.0,9.298013
SID.N,1.03,1.360123
SIEGY.PK,153.67,242.849382
SIELY.PK,8.46,13.488342
SIETY.PK,93.4,10.502836
SIFY.O,15.03,1.088692
SIG.N,84.6,3.3273
SIGCY.PK,16.41,6.28982
SIGEY.PK,0.0,9.50311
SIGI.O,97.7,5.849252
SIGIP.O,15.91,5.849252
SII.N,103.97,2.684306
SILA.K,30.36,1.67712
SILA.N,30.36,1.67712
SILXY.PK,17.83,1.015951
SIM.N,31.05,4.886465
SIMO.O,299.51,10.178449
SIND.N,12.2,1.817019
SINGF.PK,5.55,18.748383
SINGY.PK,11.77,18.748383
SION.O,43.95,1.984357
SIRI.O,30.67,10.324133
SITE.K,105.33,4.666986
SITE.N,105.33,4.666986
SITIY.PK,43.96,11.506913
SITM.O,602.55,15.905409
SJM.N,110.53,11.813523
SJMHF.PK,0.19,1.367892
SJMHY.PK,0.73,1.367892
SKBBY.PK,0.0,15.366611
SKBSY.PK,25.98,10.477103
SKE.N,26.05,3.241391
SKFRY.PK,26.71,12.263781
SKHHY.PK,14.51,7.189353
SKHSY.PK,21.4,13.99162
SKLTY.PK,18.25,3.298943
SKM.N,31.52,12.281087
SKNGY.PK,0.0,1.660399
SKPJY.PK,31.61,4.57872
SKSUY.PK,81.14,6.548207
SKT.N,39.87,4.5801
SKWD.O,59.76,2.422854
SKY.N,80.16,4.400325
SKYT.O,31.81,1.565198
SKYW.O,97.78,3.877982
SLAB.O,218.75,7.214774
SLB.N,47.36,70.805931
SLCJY.PK,2.64,1.35403
SLDE.O,21.38,2.449277
SLDP.O,2.23,0.501714
SLF.N,78.47,43.469466
SLFPY.PK,12.91,6.129321
SLG.N,48.36,3.43958
SLG_pi.N,21.2,3.43958
SLGN.K,44.94,4.749248
SLGN.N,44.94,4.749248
SLI.N,2.29,0.562327
SLLDY.PK,10.96,12.045039
SLM.O,24.89,4.69408
SLMBP.O,74.68,4.69408
SLNLY.PK,18.5,1.34288
SLNO.O,53.01,2.762889
SLOIY.PK,53.85,3.995309
SLSR.K,7.5,1.255816
SLTCY.PK,10.24,3.566055
SLVM.K,39.28,1.560835
SLVM.N,39.28,1.560835
SLVYY.PK,2.96,3.192521
SM.N,29.89,7.166089
SMA.N,33.15,1.83536
SMAWF.PK,303.9,242.849382
SMBMY.PK,15.25,5.15187
SMCAY.PK,22.72,29.159726
SMCI.O,27.66,17.891384
SMCIP.PK,48.92,17.891384
SMDPY.PK,9.25,3.728323
SMECF.PK,458.88,29.159726
SMERY.PK,33.88,148.08579
SMFG.K,25.96,163.92742
SMFG.N,25.96,163.92742
SMFNF.PK,42.41,163.92742
SMFSY.PK,0.0,5.040269
SMG.N,63.91,3.718408
SMGZY.PK,33.36,9.983879
SMHRY.PK,2.21,5.960454
SMMNY.PK,20.08,45.77966
SMMT.O,15.3,11.875288
SMMYY.PK,11.0,12.87071
SMNNY.PK,10.75,9.381353
SMNR.PK,0.76,0.174959
SMPHY.PK,0.0,8.425712
SMPL.O,13.31,1.17741
SMPNY.PK,20.12,37.429241
SMR.N,8.35,3.051768
SMSEY.PK,8.87,2.368262
SMSMY.PK,17.3,3.395024
SMSSY.PK,7.24,1.321899
SMTC.O,132.15,12.309927
SMTGY.PK,6.4,2.273228
SMTOY.PK,7.71,48.827664
SN.N,149.79,21.198338
SNA.N,401.11,20.778267
SNAP.K,4.66,7.839429
SNAP.N,4.66,7.839429
SNBOY.PK,2.81,0.487596
SNCHQ.PK,0.0,1.426562
SNCPF.PK,56.7,1.412045
SNDA.N,40.26,1.90616
SNDFY.PK,18.0,6.021808
SNDK.O,1673.97,247.897812
SNDR.K,36.68,6.42356
SNDR.N,36.68,6.42356
SNDX.O,22.89,2.028284
SNEJF.PK,21.74,123.261314
SNEVY.PK,0.0,1.44683
SNEX.O,112.38,8.906283
SNFRY.PK,8.43,1.09344
SNHIY.PK,11.25,25.111854
SNIRY.PK,11.56,1.624845
SNLAY.PK,6.29,12.557997
SNMCY.PK,13.2,13.946397
SNMRY.PK,14.07,23.70502
SNMSF.PK,15.31,1.544635
SNN.N,31.08,12.979903
SNOW.K,268.65,93.11409
SNOW.N,268.65,93.11409
SNPHY.PK,13.8,4.287502
SNPMF.PK,0.5,82.366006
SNPRY.PK,0.0,2.90412
SNPS.O,433.82,83.067561
SNPTF.PK,6.99,7.578566
SNROY.PK,14.29,9.169678
SNWGF.PK,9.29,1.635015
SNX.N,251.31,20.094434
SNY.O,44.0,106.834144
SO.N,96.47,108.750737
SOAGY.PK,56.76,19.149229
SOBKY.PK,13.17,65.585431
SOBO.K,37.23,7.760946
SOC.N,4.43,0.683828
SOFI.O,18.13,23.256098
SOHGY.PK,9.95,3.478853
SOHVY.PK,8.32,3.885786
SOJC.N,20.3,108.750737
SOJD.N,19.05,108.750737
SOJE.N,16.88,108.750737
SOJF.N,25.1,108.750737
SOLS.O,61.06,9.698906
SOLV.K,77.42,13.407186
SOLV.N,77.42,13.407186
SOMLY.PK,10.18,19.109554
SOMMY.PK,16.02,5.32165
SOMN.N,50.25,108.750737
SON.N,53.65,5.304305
SONO.O,15.04,1.791695
SONVY.PK,50.3,15.209114
SONY.K,20.68,123.261314
SONY.N,20.68,123.261314
SOTDY.PK,10.37,2.243646
SOTGY.PK,70.1,7.578566
SOUHY.PK,13.72,12.31835
SOUN.O,6.49,2.827525
SPASY.PK,36.52,5.198126
SPB.N,84.69,1.947497
SPDTY.PK,0.0,1.67692
SPG.N,219.49,71.178393
SPG_pj.N,54.92,71.178393
SPGI.K,437.84,129.60064
SPGI.N,437.84,129.60064
SPGNY.PK,10.54,4.117653
SPH.N,18.48,1.22602
SPHR.K,144.98,5.189154
SPHR.N,144.98,5.189154
SPIIY.PK,13.8,9.219893
SPIR.N,13.99,0.562662
SPKKY.PK,5.34,2.046432
SPKOY.PK,18.09,1.144834
SPNT.K,25.18,2.959711
SPNT.N,25.18,2.959711
SPNT_pb.K,0.0,2.36
SPOT.K,479.84,98.66473
SPOT.N,479.84,98.66473
SPPSY.PK,12.09,3.377507
SPRPY.PK,11.25,1.193144
SPRRY.PK,0.0,2.056036
SPRY.O,7.74,0.768607
SPSC.O,63.33,2.325015
SPXC.K,215.14,10.770949
SPXC.N,215.14,10.770949
SPXCY.PK,37.41,20.264447
SPXSY.PK,44.14,6.467288
SQM.N,71.94,19.996842
SQNNY.PK,7.89,5.849597
SR.N,82.42,4.872406
SRAD.O,15.59,4.673217
SRALY.PK,0.0,2.887185
SRAWY.PK,17.3,1.261746
SRCE.O,81.74,1.967391
SRE.N,94.41,61.716516
SREA.N,21.31,61.716516
SREDY.PK,31.66,8.205493
SRGHY.PK,17.14,10.257725
SRHBY.PK,8.1,1.394547
SRJN.N,23.97,4.872406
SRPT.O,18.82,1.986944
SRRK.O,54.7,6.55461
SRTOY.PK,20.73,21.02814
SRTTY.PK,7.14,6.43274
SRUUF.PK,18.52,6.378307
SSAAY.PK,4.95,10.151383
SSB.N,100.44,9.809778
SSD.N,185.6,7.635273
SSDOY.PK,17.33,6.926835
SSEZY.PK,32.87,39.638972
SSHBY.PK,0.0,7.997415
SSII.O,3.64,0.728479
SSL.N,10.89,7.004844
SSLZY.PK,5.34,17.070844
SSMR.N,13.16,1.851962
SSMXY.PK,9.54,6.04019
SSNC.O,68.06,16.391165
SSPGY.PK,0.0,1.975688
SSPPF.PK,2.16,1.975688
SSREY.PK,41.34,49.377856
SSRLY.PK,0.0,1.733367
SSRM.O,27.89,5.787411
SSSGY.PK,43.93,19.149229
SSUMY.PK,9.61,45.98928
ST.N,44.4,6.457183
STAA.O,27.78,1.383124
STAEY.PK,11.2,2.714973
STAG.K,39.08,7.472294
STAG.N,39.08,7.472294
STBA.O,48.88,1.75855
STBFY.PK,14.2,8.813829
STC.N,69.42,2.112248
STCAY.PK,0.0,2.107006
STE.N,217.05,21.153189
STEL.K,39.32,2.002202
STEL.N,39.32,2.002202
STEP.O,42.81,5.109135
STEW.K,18.18,1.753306
STEW.N,18.18,1.753306
STGW.O,7.87,1.950614
STHRF.PK,28.61,6.129018
STJNY.PK,0.0,3.058609
STJPF.PK,16.43,7.904751
STK.N,50.48,0.891741
STLA.K,5.57,16.292219
STLD.O,234.14,33.765981
STM.N,68.47,64.025514
STMZF.PK,19.06,20.876745
STN.N,68.77,7.841149
STNE.O,11.15,2.711995
STNG.K,77.28,3.896302
STNG.N,77.28,3.896302
STOHF.PK,32.35,84.490942
STOK.O,29.46,1.834818
STOSF.PK,5.5,17.070844
STRA.O,85.72,1.938379
STRC.O,87.02,32.975013
STRD.O,59.9,32.975013
STRF.O,95.07,32.975013
STRK.O,60.36,32.975013
STRL.O,660.04,20.253957
STRNY.PK,40.78,12.18558
STRV.N,0.0,0.0
STT.N,178.17,49.311582
STT_pg.N,21.23,49.311582
STUB.K,10.3,3.867004
STUB.N,10.3,3.867004
STVN.K,19.78,5.990225
STVN.N,19.78,5.990225
STWD.K,16.46,6.102521
STWD.N,16.46,6.102521
STX.O,860.66,194.726146
STZ.N,134.51,22.971407
SU.N,61.27,72.389783
SUBCY.PK,34.48,10.254253
SUEZY.PK,5.98,2.661264
SUGBY.PK,80.02,2.786124
SUHJY.PK,14.92,43.247142
SUI.N,120.8,14.886275
SUN.N,70.8,14.501449
SUNB.N,73.82,30.248526
SUNC.K,71.07,3.661327
SUNC.N,71.07,3.661327
SUOPY.PK,63.0,11.116637
SUPN.O,47.35,2.748181
SURRY.PK,1.08,1.314672
SURYY.PK,11.63,21.806618
SUTNY.PK,8.22,28.663045
SUZ.N,8.11,10.266053
SUZRY.PK,13.18,5.980233
SVAUF.PK,3.4,1.243066
SVICY.PK,0.0,1.243066
SVJTL.PK,0.0,19.324818
SVKEF.PK,20.04,41.137222
SVLLY.PK,0.0,1.769541
SVM.N,9.27,2.05043
SVMB.PK,1.0,0.555315
SVNBY.PK,14.95,2.147976
SVNDF.PK,12.95,32.426068
SVNDY.PK,12.39,32.426068
SVNLF.PK,14.86,29.607395
SVNLY.PK,7.28,29.607395
SVRA.O,5.74,1.176282
SVTRF.PK,38.23,12.18558
SVV.N,9.68,1.490586
SW.N,43.15,22.632822
SWBKY.PK,0.0,2.420828
SWCXY.PK,0.0,2.17155
SWDBY.PK,37.27,42.507721
SWDHY.PK,16.38,1.079076
SWDR.PK,15.25,2.827098
SWDS.PK,0.0,2.827098
SWGAY.PK,12.51,13.177269
SWK.N,86.53,13.45157
SWKS.O,58.24,8.75964
SWOBY.PK,25.0,17.089533
SWPLY.PK,0.0,15.540127
SWPMY.PK,0.0,12.912534
SWRAY.PK,11.15,13.404803
SWRBY.PK,8.25,13.404803
SWX.N,91.82,6.645461
SWYBY.PK,2.46,1.625968
SXGCF.PK,6.04,1.630964
SXI.N,307.54,3.725823
SXT.N,114.0,4.852861
SXTEY.PK,0.0,3.533548
SXYAY.PK,19.5,31.673022
SXZTY.PK,0.0,3.632139
SYANY.PK,13.32,7.814549
SYBT.O,76.55,2.259388
SYF.N,73.21,24.625665
SYIEY.PK,25.1,14.133697
SYK.N,331.45,127.064925
SYM.O,42.43,25.57285
SYNA.O,119.15,4.654318
SYNSY.PK,9.07,7.962919
SYRE.O,93.73,8.139631
SYXTY.PK,0.0,4.28678
SYXZF.PK,0.0,4.28678
SYY.N,83.46,39.90912
SZGPY.PK,5.8,3.525475
SZHFY.PK,306.91,6.564042
SZKMY.PK,50.16,24.659089
SZLMY.PK,57.63,32.424911
T.N,21.55,149.736702
TAC.N,13.93,4.394454
TAGYY.PK,5.68,2.889062
TAK.N,16.49,52.691502
TAL.N,10.34,5.722516
TALO.K,14.23,2.375354
TALO.N,14.23,2.375354
TAP.N,39.88,7.090907
TAPa.N,40.31,7.090907
TARS.O,59.31,2.551751
TASK.O,5.62,0.51467
TATLY.PK,9.25,24.504759
TATYY.PK,29.68,3.328977
TAVHY.PK,22.26,2.007444
TBABY.PK,41.14,8.332017
TBB.N,20.56,149.736702
TBBB.K,41.72,4.420775
TBBB.N,41.72,4.420775
TBBK.O,66.49,2.768274
TBLA.O,5.57,1.521597
TBN.N,31.71,1.105297
TBNGY.PK,3.3,1.538642
TBPH.O,16.9,0.875897
TBVPY.PK,33.46,8.447789
TCBI.O,101.87,4.448759
TCBIO.O,20.6,4.448759
TCBK.O,60.07,1.916869
TCCPY.PK,5.75,3.250545
TCEHY.PK,58.01,530.875337
TCGGY.PK,36.0,2.882044
TCGLF.PK,36.0,0.73557
TCLXY.PK,0.0,4.726995
TCNNF.PK,9.04,1.738457
TCOM.O,42.36,27.865418
TCTZF.PK,58.14,530.875337
TCYBY.PK,0.0,2.346564
TD.N,120.63,201.561859
TDAY.N,8.59,1.260171
TDBOY.PK,31.46,2.511069
TDC.N,33.96,3.195636
TDG.N,1235.0,69.077975
TDHOY.PK,15.37,14.873301
TDOC.K,9.65,1.741951
TDOC.N,9.65,1.741951
TDS.N,33.39,3.799782
TDW.N,74.35,3.697474
TDY.N,623.88,28.903823
TE.N,6.55,1.827899
TEAM.O,96.16,24.402318
TECH.O,71.36,11.118648
TECK.K,58.47,28.63007
TEF.N,3.81,23.400523
TEGPY.PK,12.05,3.321018
TEICY.PK,0.0,1.04359
TEL.N,198.18,57.847909
TELDY.PK,11.75,6.533689
TELFY.PK,4.08,23.400523
TELNF.PK,14.9,20.451987
TELNY.PK,14.95,20.451987
TEM.O,55.93,10.043057
TEN.N,38.83,1.169855
TENB.O,39.2,4.322661
TEO.N,13.47,1.439526
TEPCY.PK,6.37,3.38386
TER.O,341.11,53.398097
TERN.O,52.95,6.116845
TEVA.K,32.18,37.846911
TEVA.N,32.18,37.846911
TEX.N,65.61,7.492662
TEZNY.PK,35.12,23.458981
TFC.N,51.95,64.723428
TFII.K,147.62,12.150097
TFIN.N,78.31,1.864268
TFIN.O,78.31,1.864268
TFPM.K,27.59,5.700475
TFSL.O,17.66,4.952432
TFX.N,136.4,6.038457
TGB.N,7.02,2.573585
TGIOY.PK,0.0,1.596916
TGLS.K,42.84,1.987311
TGLS.N,42.84,1.987311
TGLVY.PK,0.6,1.333611
TGNA.K,20.03,3.243011
TGNA.N,20.03,3.243011
TGONF.PK,13.0,1.857936
TGOPY.PK,9.02,36.444884
TGOSY.PK,37.32,3.591199
TGS.N,30.4,2.236873
TGSGY.PK,13.88,2.703224
TGT.N,134.77,61.211336
TGTX.O,55.01,8.421128
TGVSY.PK,5.0,14.135385
THC.N,194.81,16.780349
THCLY.PK,0.0,7.096914
THDDY.PK,20.6,2.1244
THG.N,216.86,7.587235
THKLY.PK,22.5,5.369767
THLLY.PK,50.08,51.967903
THNBY.PK,69.07,23.574919
THNPY.PK,37.88,6.734575
THNUY.PK,9.85,2.286432
THO.N,71.96,3.746049
THQQF.PK,6.9,1.5203
THR.N,61.14,2.013933
THRM.O,36.12,1.107703
THS.N,24.43,1.233368
THUPY.PK,10.7,2.323212
THYCY.PK,6.82,2.828148
TIAIY.PK,8.85,19.503635
TIC.N,7.12,1.573823
TIGO.O,95.74,16.040418
TIGR.O,4.59,0.862408
TIIAY.PK,9.18,19.503635
TILE.O,32.3,1.875215
TIMB.K,21.89,10.516383
TIMB.N,21.89,10.516383
TINLY.PK,9.35,2.026182
TIPLX.O,24.24,1.872451
TIPMX.O,22.96,1.872451
TIPPX.O,22.73,1.872451
TIPRX.O,24.76,1.872451
TIPWX.O,24.36,1.872451
TISCY.PK,19.46,13.72582
TJX.N,150.53,166.29116
TK.N,10.83,0.942338
TKAMY.PK,13.16,8.298623
TKC.N,5.8,5.10618
TKCBY.PK,47.28,2.240527
TKCM.PK,0.0,15.216315
TKCYY.PK,0.0,8.180654
TKECF.PK,2.7,4.823339
TKECY.PK,3.01,4.823339
TKFHY.PK,3.22,1.117184
TKFOY.PK,17.06,5.771915
TKGBY.PK,2.72,11.33112
TKGSY.PK,18.77,12.23288
TKGZY.PK,0.56,11.33112
TKHVY.PK,72.0,9.790836
TKKYY.PK,7.88,2.813873
TKMCY.PK,9.42,5.814488
TKMTY.PK,8.95,5.246212
TKO.N,180.96,34.586213
TKOMF.PK,47.55,91.060313
TKOMY.PK,47.26,91.060313
TKPHF.PK,34.7,52.691502
TKR.N,138.34,9.613871
TKYMY.PK,14.0,2.009414
TKYVY.PK,6.3,6.566598
TLGPY.PK,17.18,38.553636
TLK.N,13.98,13.779228
TLLXY.PK,66.25,33.033185
TLN.O,396.35,17.992311
TLPFY.PK,31.49,3.793954
TLRY.O,4.46,0.550617
TLSNY.PK,9.55,18.956113
TLTZY.PK,8.77,12.154009
TLX.O,10.97,3.771531
TM.N,174.75,253.284277
TMBBY.PK,9.05,7.747018
TMC.O,3.99,1.728552
TMDX.O,75.74,2.617643
TME.N,8.83,13.892825
TMHC.K,71.87,6.612037
TMHC.N,71.87,6.612037
TMHTY.PK,0.0,5.551187
TMICF.PK,34.36,5.439469
TMICY.PK,38.53,5.439469
TMKVY.PK,0.0,4.433435
TMO.N,528.51,196.40566
TMP.N,92.29,1.316183
TMRAY.PK,9.79,2.879119
TMSNY.PK,86.07,5.912416
TMTNY.PK,31.82,13.10654
TMUS.O,188.41,203.898191
TMVWY.PK,3.04,1.069953
TNABY.PK,13.77,20.495877
TNC.N,85.29,1.453248
TNDM.O,16.25,1.113598
TNET.K,57.56,2.644574
TNET.N,57.56,2.644574
TNGX.O,28.36,4.603656
TNISY.PK,7.25,2.676128
TNK.N,70.72,2.450014
TNL.N,73.06,4.560523
TNLIY.PK,5.87,1.095332
TNPGY.PK,20.97,4.322344
TOELF.PK,440.23,206.387123
TOELY.PK,218.25,206.387123
TOIPY.PK,14.4,3.375947
TOKUY.PK,10.42,6.618156
TOL.N,148.15,13.847729
TOMYY.PK,29.15,1.949454
TOPPY.PK,16.2,9.383065
TORXF.PK,37.53,3.515413
TOST.K,29.96,17.3768
TOST.N,29.96,17.3768
TOTDY.PK,48.63,8.115746
TOWN.O,35.85,3.31178
TOYOF.PK,17.7,253.284277
TPB.N,80.92,1.567221
TPC.N,74.74,3.932423
TPG.O,42.48,16.325588
TPH.N,46.95,3.998444
TPL.N,408.92,28.205024
TPR.N,136.13,27.504347
TPRKY.PK,7.22,1.548262
TPZEY.PK,0.0,3.437479
TR.N,38.02,2.905514
TRATY.PK,38.47,19.755989
TRCSY.PK,0.0,0.983387
TREX.K,45.9,4.768952
TREX.N,45.9,4.768952
TRGP.K,279.4,59.971506
TRGP.N,279.4,59.971506
TRI.N,94.31,41.059345
TRIN.O,17.56,1.578427
TRIP.O,14.4,1.675601
TRKNY.PK,2.55,4.303948
TRLV.N,9.04,1.738457
TRMB.O,52.29,12.189401
TRMD.O,28.86,2.984759
TRMK.O,46.39,2.718711
TRMLF.PK,43.31,16.831883
TRMOY.PK,14.0,16.831883
TRN.N,36.51,2.902746
TRNO.K,70.28,7.471271
TRNO.N,70.28,7.471271
TROLB.PK,39.5,2.905514
TROW.O,113.65,24.3514
TROX.N,6.12,0.976287
TRP.N,67.94,70.826256
TRPCY.PK,0.0,14.028673
TRS.O,40.53,1.452096
TRU.N,76.21,14.693288
TRUMY.PK,13.62,20.268531
TRUP.O,27.37,1.193892
TRV.N,341.51,72.620289
TRVI.O,16.52,2.345505
TRYIY.PK,14.02,10.58878
TS.N,55.85,29.93963
TSAT.O,37.7,1.942508
TSCDF.PK,6.33,39.309134
TSCDY.PK,18.8,39.309134
TSCFY.PK,30.5,3.034026
TSCO.O,30.24,15.859356
TSEM.O,229.68,25.913633
TSGMY.PK,99.98,2.223514
TSGTY.PK,28.41,9.289399
TSHA.O,5.38,1.7204
TSHTY.PK,9.8,1.035393
TSHXY.PK,8.03,5.409304
TSLA.O,394.76,1482.609555
TSLX.K,17.06,1.621034
TSLX.N,17.06,1.621034
TSM.N,421.58,1971.18327
TSN.N,57.92,20.395335
TSRYF.PK,3.1,2.542093
